text,time,confidence,speaker_confidence,emotions
percent it is. You drive a hard,"{'begin': 43.88, 'end': 46.528114}",,,"[{'name': 'Admiration', 'score': 0.014020830392837524}, {'name': 'Adoration', 'score': 0.012023473158478737}, {'name': 'Aesthetic Appreciation', 'score': 0.013415819965302944}, {'name': 'Amusement', 'score': 0.10098486393690109}, {'name': 'Anger', 'score': 0.03884386643767357}, {'name': 'Anxiety', 'score': 0.03181235119700432}, {'name': 'Awe', 'score': 0.015870999544858932}, {'name': 'Awkwardness', 'score': 0.11752646416425705}, {'name': 'Boredom', 'score': 0.07001635432243347}, {'name': 'Calmness', 'score': 0.09017788618803024}, {'name': 'Concentration', 'score': 0.06581154465675354}, {'name': 'Confusion', 'score': 0.09419578313827515}, {'name': 'Contemplation', 'score': 0.16252055764198303}, {'name': 'Contempt', 'score': 0.049762044101953506}, {'name': 'Contentment', 'score': 0.01180775836110115}, {'name': 'Craving', 'score': 0.0029589831829071045}, {'name': 'Desire', 'score': 0.014169426634907722}, {'name': 'Determination', 'score': 0.060236893594264984}, {'name': 'Disappointment', 'score': 0.07984345406293869}, {'name': 'Disgust', 'score': 0.0462760291993618}, {'name': 'Distress', 'score': 0.03536685183644295}, {'name': 'Doubt', 'score': 0.04351705312728882}, {'name': 'Ecstasy', 'score': 0.007381484843790531}, {'name': 'Embarrassment', 'score': 0.03119617886841297}, {'name': 'Empathic Pain', 'score': 0.010602843947708607}, {'name': 'Entrancement', 'score': 0.010165909305214882}, {'name': 'Envy', 'score': 0.009886318817734718}, {'name': 'Excitement', 'score': 0.026442360132932663}, {'name': 'Fear', 'score': 0.012975502759218216}, {'name': 'Guilt', 'score': 0.014270540326833725}, {'name': 'Horror', 'score': 0.00871344469487667}, {'name': 'Interest', 'score': 0.056004609912633896}, {'name': 'Joy', 'score': 0.014338490553200245}, {'name': 'Love', 'score': 0.01023909356445074}, {'name': 'Nostalgia', 'score': 0.012206155806779861}, {'name': 'Pain', 'score': 0.009115595370531082}, {'name': 'Pride', 'score': 0.02323140949010849}, {'name': 'Realization', 'score': 0.1565333604812622}, {'name': 'Relief', 'score': 0.007412837352603674}, {'name': 'Romance', 'score': 0.008658021688461304}, {'name': 'Sadness', 'score': 0.03497329726815224}, {'name': 'Satisfaction', 'score': 0.024746155366301537}, {'name': 'Shame', 'score': 0.01763974316418171}, {'name': 'Surprise (negative)', 'score': 0.055573225021362305}, {'name': 'Surprise (positive)', 'score': 0.022635918110609055}, {'name': 'Sympathy', 'score': 0.04194491729140282}, {'name': 'Tiredness', 'score': 0.02013307623565197}, {'name': 'Triumph', 'score': 0.008813699707388878}]"
bargain in Jessica. I have to tell my team that,"{'begin': 46.528114, 'end': 49.875256}",,,"[{'name': 'Admiration', 'score': 0.011375593021512032}, {'name': 'Adoration', 'score': 0.010023235343396664}, {'name': 'Aesthetic Appreciation', 'score': 0.0039285519160330296}, {'name': 'Amusement', 'score': 0.04480968043208122}, {'name': 'Anger', 'score': 0.07743582129478455}, {'name': 'Anxiety', 'score': 0.10966943949460983}, {'name': 'Awe', 'score': 0.006438393611460924}, {'name': 'Awkwardness', 'score': 0.11761229485273361}, {'name': 'Boredom', 'score': 0.04477733001112938}, {'name': 'Calmness', 'score': 0.059858810156583786}, {'name': 'Concentration', 'score': 0.07302486896514893}, {'name': 'Confusion', 'score': 0.1321946233510971}, {'name': 'Contemplation', 'score': 0.03181321546435356}, {'name': 'Contempt', 'score': 0.051209162920713425}, {'name': 'Contentment', 'score': 0.007634985260665417}, {'name': 'Craving', 'score': 0.01055064331740141}, {'name': 'Desire', 'score': 0.005570928566157818}, {'name': 'Determination', 'score': 0.12737137079238892}, {'name': 'Disappointment', 'score': 0.14655327796936035}, {'name': 'Disgust', 'score': 0.029489241540431976}, {'name': 'Distress', 'score': 0.1535697877407074}, {'name': 'Doubt', 'score': 0.08445478975772858}, {'name': 'Ecstasy', 'score': 0.006470372434705496}, {'name': 'Embarrassment', 'score': 0.02427198737859726}, {'name': 'Empathic Pain', 'score': 0.052755311131477356}, {'name': 'Entrancement', 'score': 0.00629282696172595}, {'name': 'Envy', 'score': 0.04200237989425659}, {'name': 'Excitement', 'score': 0.028874561190605164}, {'name': 'Fear', 'score': 0.039574310183525085}, {'name': 'Guilt', 'score': 0.031145676970481873}, {'name': 'Horror', 'score': 0.016073007136583328}, {'name': 'Interest', 'score': 0.06866185367107391}, {'name': 'Joy', 'score': 0.013551516458392143}, {'name': 'Love', 'score': 0.011738735251128674}, {'name': 'Nostalgia', 'score': 0.0125759681686759}, {'name': 'Pain', 'score': 0.030581386759877205}, {'name': 'Pride', 'score': 0.014428787864744663}, {'name': 'Realization', 'score': 0.0350954644382}, {'name': 'Relief', 'score': 0.0036502897273749113}, {'name': 'Romance', 'score': 0.009480915032327175}, {'name': 'Sadness', 'score': 0.07462520152330399}, {'name': 'Satisfaction', 'score': 0.007144201546907425}, {'name': 'Shame', 'score': 0.025692515075206757}, {'name': 'Surprise (negative)', 'score': 0.06054763123393059}, {'name': 'Surprise (positive)', 'score': 0.011884236708283424}, {'name': 'Sympathy', 'score': 0.0819261446595192}, {'name': 'Tiredness', 'score': 0.0313803032040596}, {'name': 'Triumph', 'score': 0.004835635889321566}]"
"you are quite the negotiator. Well,","{'begin': 49.875256, 'end': 53.07624}",,,"[{'name': 'Admiration', 'score': 0.045098431408405304}, {'name': 'Adoration', 'score': 0.013787319883704185}, {'name': 'Aesthetic Appreciation', 'score': 0.013741385191679}, {'name': 'Amusement', 'score': 0.022190909832715988}, {'name': 'Anger', 'score': 0.026869971305131912}, {'name': 'Anxiety', 'score': 0.031618356704711914}, {'name': 'Awe', 'score': 0.044179048389196396}, {'name': 'Awkwardness', 'score': 0.07418549060821533}, {'name': 'Boredom', 'score': 0.03127385303378105}, {'name': 'Calmness', 'score': 0.23444624245166779}, {'name': 'Concentration', 'score': 0.0722867026925087}, {'name': 'Confusion', 'score': 0.10113811492919922}, {'name': 'Contemplation', 'score': 0.10863520205020905}, {'name': 'Contempt', 'score': 0.02634965442121029}, {'name': 'Contentment', 'score': 0.059262026101350784}, {'name': 'Craving', 'score': 0.004807163495570421}, {'name': 'Desire', 'score': 0.01019299030303955}, {'name': 'Determination', 'score': 0.1349901556968689}, {'name': 'Disappointment', 'score': 0.03910628706216812}, {'name': 'Disgust', 'score': 0.009805434383451939}, {'name': 'Distress', 'score': 0.03714281693100929}, {'name': 'Doubt', 'score': 0.12007935345172882}, {'name': 'Ecstasy', 'score': 0.011144492775201797}, {'name': 'Embarrassment', 'score': 0.02305612713098526}, {'name': 'Empathic Pain', 'score': 0.024585697799921036}, {'name': 'Entrancement', 'score': 0.019884862005710602}, {'name': 'Envy', 'score': 0.013510650023818016}, {'name': 'Excitement', 'score': 0.03072955086827278}, {'name': 'Fear', 'score': 0.006530181970447302}, {'name': 'Guilt', 'score': 0.017418483272194862}, {'name': 'Horror', 'score': 0.0076647428795695305}, {'name': 'Interest', 'score': 0.09224629402160645}, {'name': 'Joy', 'score': 0.01817356050014496}, {'name': 'Love', 'score': 0.011140639893710613}, {'name': 'Nostalgia', 'score': 0.006290476769208908}, {'name': 'Pain', 'score': 0.008339980617165565}, {'name': 'Pride', 'score': 0.04985923320055008}, {'name': 'Realization', 'score': 0.3523261845111847}, {'name': 'Relief', 'score': 0.14948680996894836}, {'name': 'Romance', 'score': 0.018940892070531845}, {'name': 'Sadness', 'score': 0.016526298597455025}, {'name': 'Satisfaction', 'score': 0.1061975285410881}, {'name': 'Shame', 'score': 0.009633597917854786}, {'name': 'Surprise (negative)', 'score': 0.04007747769355774}, {'name': 'Surprise (positive)', 'score': 0.09088242799043655}, {'name': 'Sympathy', 'score': 0.04408269375562668}, {'name': 'Tiredness', 'score': 0.01843300461769104}, {'name': 'Triumph', 'score': 0.022272752597928047}]"
I'll tell mind that someone in the big bad world of,"{'begin': 53.473347, 'end': 56.094257}",,,"[{'name': 'Admiration', 'score': 0.053651463240385056}, {'name': 'Adoration', 'score': 0.020745236426591873}, {'name': 'Aesthetic Appreciation', 'score': 0.03344157338142395}, {'name': 'Amusement', 'score': 0.16024109721183777}, {'name': 'Anger', 'score': 0.048782601952552795}, {'name': 'Anxiety', 'score': 0.04179801419377327}, {'name': 'Awe', 'score': 0.0329638235270977}, {'name': 'Awkwardness', 'score': 0.0548146553337574}, {'name': 'Boredom', 'score': 0.15190407633781433}, {'name': 'Calmness', 'score': 0.17597751319408417}, {'name': 'Concentration', 'score': 0.1832844465970993}, {'name': 'Confusion', 'score': 0.03802596405148506}, {'name': 'Contemplation', 'score': 0.1394880712032318}, {'name': 'Contempt', 'score': 0.0804324597120285}, {'name': 'Contentment', 'score': 0.056330062448978424}, {'name': 'Craving', 'score': 0.011983782052993774}, {'name': 'Desire', 'score': 0.006032503210008144}, {'name': 'Determination', 'score': 0.17514078319072723}, {'name': 'Disappointment', 'score': 0.07167103886604309}, {'name': 'Disgust', 'score': 0.04944690689444542}, {'name': 'Distress', 'score': 0.03073200210928917}, {'name': 'Doubt', 'score': 0.0352792888879776}, {'name': 'Ecstasy', 'score': 0.012933630496263504}, {'name': 'Embarrassment', 'score': 0.016310954466462135}, {'name': 'Empathic Pain', 'score': 0.007314453832805157}, {'name': 'Entrancement', 'score': 0.02040291391313076}, {'name': 'Envy', 'score': 0.03108195587992668}, {'name': 'Excitement', 'score': 0.08046285808086395}, {'name': 'Fear', 'score': 0.012395981699228287}, {'name': 'Guilt', 'score': 0.01032192725688219}, {'name': 'Horror', 'score': 0.0027743091341108084}, {'name': 'Interest', 'score': 0.09145908057689667}, {'name': 'Joy', 'score': 0.033637940883636475}, {'name': 'Love', 'score': 0.010808557271957397}, {'name': 'Nostalgia', 'score': 0.06875011324882507}, {'name': 'Pain', 'score': 0.006264294032007456}, {'name': 'Pride', 'score': 0.19151876866817474}, {'name': 'Realization', 'score': 0.11061548441648483}, {'name': 'Relief', 'score': 0.009937935508787632}, {'name': 'Romance', 'score': 0.006257742643356323}, {'name': 'Sadness', 'score': 0.032072652131319046}, {'name': 'Satisfaction', 'score': 0.06239231675863266}, {'name': 'Shame', 'score': 0.012547718361020088}, {'name': 'Surprise (negative)', 'score': 0.01510381419211626}, {'name': 'Surprise (positive)', 'score': 0.02387898601591587}, {'name': 'Sympathy', 'score': 0.012392675504088402}, {'name': 'Tiredness', 'score': 0.03249531239271164}, {'name': 'Triumph', 'score': 0.0609000064432621}]"
corporate publishing has our back after all? So,"{'begin': 56.094257, 'end': 60.144753}",,,"[{'name': 'Admiration', 'score': 0.009402374736964703}, {'name': 'Adoration', 'score': 0.004430749919265509}, {'name': 'Aesthetic Appreciation', 'score': 0.011393990367650986}, {'name': 'Amusement', 'score': 0.04209749028086662}, {'name': 'Anger', 'score': 0.07843039184808731}, {'name': 'Anxiety', 'score': 0.019744684919714928}, {'name': 'Awe', 'score': 0.004131898283958435}, {'name': 'Awkwardness', 'score': 0.07675189524888992}, {'name': 'Boredom', 'score': 0.24081414937973022}, {'name': 'Calmness', 'score': 0.16826076805591583}, {'name': 'Concentration', 'score': 0.24559423327445984}, {'name': 'Confusion', 'score': 0.05423489958047867}, {'name': 'Contemplation', 'score': 0.319551944732666}, {'name': 'Contempt', 'score': 0.14234918355941772}, {'name': 'Contentment', 'score': 0.05343010649085045}, {'name': 'Craving', 'score': 0.007432147860527039}, {'name': 'Desire', 'score': 0.003029175102710724}, {'name': 'Determination', 'score': 0.07742121070623398}, {'name': 'Disappointment', 'score': 0.13235780596733093}, {'name': 'Disgust', 'score': 0.14696839451789856}, {'name': 'Distress', 'score': 0.017392244189977646}, {'name': 'Doubt', 'score': 0.04792198911309242}, {'name': 'Ecstasy', 'score': 0.0032402349170297384}, {'name': 'Embarrassment', 'score': 0.05174652114510536}, {'name': 'Empathic Pain', 'score': 0.023028193041682243}, {'name': 'Entrancement', 'score': 0.007112334948033094}, {'name': 'Envy', 'score': 0.02300449274480343}, {'name': 'Excitement', 'score': 0.021030014380812645}, {'name': 'Fear', 'score': 0.011220848187804222}, {'name': 'Guilt', 'score': 0.06468803435564041}, {'name': 'Horror', 'score': 0.014729395508766174}, {'name': 'Interest', 'score': 0.11718138307332993}, {'name': 'Joy', 'score': 0.011388399638235569}, {'name': 'Love', 'score': 0.002802775939926505}, {'name': 'Nostalgia', 'score': 0.03564368933439255}, {'name': 'Pain', 'score': 0.0072068278677761555}, {'name': 'Pride', 'score': 0.019847063347697258}, {'name': 'Realization', 'score': 0.1465885490179062}, {'name': 'Relief', 'score': 0.02892020158469677}, {'name': 'Romance', 'score': 0.002448893850669265}, {'name': 'Sadness', 'score': 0.024851059541106224}, {'name': 'Satisfaction', 'score': 0.04169837012887001}, {'name': 'Shame', 'score': 0.06249869242310524}, {'name': 'Surprise (negative)', 'score': 0.028353117406368256}, {'name': 'Surprise (positive)', 'score': 0.01072739902883768}, {'name': 'Sympathy', 'score': 0.031460896134376526}, {'name': 'Tiredness', 'score': 0.04042380303144455}, {'name': 'Triumph', 'score': 0.018271788954734802}]"
"do we have a deal then? Yeah,","{'begin': 60.144753, 'end': 62.865}",,,"[{'name': 'Admiration', 'score': 0.02431008219718933}, {'name': 'Adoration', 'score': 0.008831675164401531}, {'name': 'Aesthetic Appreciation', 'score': 0.01377138216048479}, {'name': 'Amusement', 'score': 0.040007516741752625}, {'name': 'Anger', 'score': 0.05527736246585846}, {'name': 'Anxiety', 'score': 0.04622625559568405}, {'name': 'Awe', 'score': 0.014461057260632515}, {'name': 'Awkwardness', 'score': 0.15921415388584137}, {'name': 'Boredom', 'score': 0.08171716332435608}, {'name': 'Calmness', 'score': 0.17865197360515594}, {'name': 'Concentration', 'score': 0.09859943389892578}, {'name': 'Confusion', 'score': 0.13149979710578918}, {'name': 'Contemplation', 'score': 0.08330406248569489}, {'name': 'Contempt', 'score': 0.11296364665031433}, {'name': 'Contentment', 'score': 0.04634528234601021}, {'name': 'Craving', 'score': 0.008323267102241516}, {'name': 'Desire', 'score': 0.004430858884006739}, {'name': 'Determination', 'score': 0.14730842411518097}, {'name': 'Disappointment', 'score': 0.07307828962802887}, {'name': 'Disgust', 'score': 0.079767607152462}, {'name': 'Distress', 'score': 0.052689485251903534}, {'name': 'Doubt', 'score': 0.20166942477226257}, {'name': 'Ecstasy', 'score': 0.009655478410422802}, {'name': 'Embarrassment', 'score': 0.03598134219646454}, {'name': 'Empathic Pain', 'score': 0.01509820856153965}, {'name': 'Entrancement', 'score': 0.013666577637195587}, {'name': 'Envy', 'score': 0.060611989349126816}, {'name': 'Excitement', 'score': 0.03986872732639313}, {'name': 'Fear', 'score': 0.02609024941921234}, {'name': 'Guilt', 'score': 0.015727080404758453}, {'name': 'Horror', 'score': 0.006711529102176428}, {'name': 'Interest', 'score': 0.12174537032842636}, {'name': 'Joy', 'score': 0.01774483360350132}, {'name': 'Love', 'score': 0.008199278265237808}, {'name': 'Nostalgia', 'score': 0.009940285235643387}, {'name': 'Pain', 'score': 0.012249273248016834}, {'name': 'Pride', 'score': 0.05205381661653519}, {'name': 'Realization', 'score': 0.07485615462064743}, {'name': 'Relief', 'score': 0.02870093658566475}, {'name': 'Romance', 'score': 0.008229207247495651}, {'name': 'Sadness', 'score': 0.024478938430547714}, {'name': 'Satisfaction', 'score': 0.04009881615638733}, {'name': 'Shame', 'score': 0.01908368244767189}, {'name': 'Surprise (negative)', 'score': 0.048020269721746445}, {'name': 'Surprise (positive)', 'score': 0.026853013783693314}, {'name': 'Sympathy', 'score': 0.02233969420194626}, {'name': 'Tiredness', 'score': 0.0337468683719635}, {'name': 'Triumph', 'score': 0.04312429949641228}]"
"Mark, we have a deal. And","{'begin': 63.105, 'end': 65.105}",,,"[{'name': 'Admiration', 'score': 0.018009239807724953}, {'name': 'Adoration', 'score': 0.008194182068109512}, {'name': 'Aesthetic Appreciation', 'score': 0.015833519399166107}, {'name': 'Amusement', 'score': 0.014164000749588013}, {'name': 'Anger', 'score': 0.04906494915485382}, {'name': 'Anxiety', 'score': 0.039019495248794556}, {'name': 'Awe', 'score': 0.006153280846774578}, {'name': 'Awkwardness', 'score': 0.04462331533432007}, {'name': 'Boredom', 'score': 0.1646200269460678}, {'name': 'Calmness', 'score': 0.46522262692451477}, {'name': 'Concentration', 'score': 0.37965455651283264}, {'name': 'Confusion', 'score': 0.06633641570806503}, {'name': 'Contemplation', 'score': 0.0857253447175026}, {'name': 'Contempt', 'score': 0.0370645634829998}, {'name': 'Contentment', 'score': 0.06183065474033356}, {'name': 'Craving', 'score': 0.015553059987723827}, {'name': 'Desire', 'score': 0.004632593132555485}, {'name': 'Determination', 'score': 0.218393474817276}, {'name': 'Disappointment', 'score': 0.06848237663507462}, {'name': 'Disgust', 'score': 0.016646631062030792}, {'name': 'Distress', 'score': 0.02537611313164234}, {'name': 'Doubt', 'score': 0.06147906556725502}, {'name': 'Ecstasy', 'score': 0.005060300696641207}, {'name': 'Embarrassment', 'score': 0.008044728077948093}, {'name': 'Empathic Pain', 'score': 0.010234147310256958}, {'name': 'Entrancement', 'score': 0.005914128385484219}, {'name': 'Envy', 'score': 0.02889437973499298}, {'name': 'Excitement', 'score': 0.026780642569065094}, {'name': 'Fear', 'score': 0.015088088810443878}, {'name': 'Guilt', 'score': 0.006542941089719534}, {'name': 'Horror', 'score': 0.0019499504705891013}, {'name': 'Interest', 'score': 0.2331552803516388}, {'name': 'Joy', 'score': 0.017818914726376534}, {'name': 'Love', 'score': 0.013644249178469181}, {'name': 'Nostalgia', 'score': 0.005312174092978239}, {'name': 'Pain', 'score': 0.012807697057723999}, {'name': 'Pride', 'score': 0.024213939905166626}, {'name': 'Realization', 'score': 0.046088095754384995}, {'name': 'Relief', 'score': 0.031071975827217102}, {'name': 'Romance', 'score': 0.004659413360059261}, {'name': 'Sadness', 'score': 0.029029615223407745}, {'name': 'Satisfaction', 'score': 0.0327753983438015}, {'name': 'Shame', 'score': 0.00640276912599802}, {'name': 'Surprise (negative)', 'score': 0.01142044086009264}, {'name': 'Surprise (positive)', 'score': 0.018227485939860344}, {'name': 'Sympathy', 'score': 0.053283922374248505}, {'name': 'Tiredness', 'score': 0.04287223145365715}, {'name': 'Triumph', 'score': 0.013905114494264126}]"
"hopefully, we'll have a start to","{'begin': 65.105, 'end': 66.945}",,,"[{'name': 'Admiration', 'score': 0.027641817927360535}, {'name': 'Adoration', 'score': 0.019597932696342468}, {'name': 'Aesthetic Appreciation', 'score': 0.015176646411418915}, {'name': 'Amusement', 'score': 0.026931045576930046}, {'name': 'Anger', 'score': 0.01694747805595398}, {'name': 'Anxiety', 'score': 0.03467082232236862}, {'name': 'Awe', 'score': 0.013470159843564034}, {'name': 'Awkwardness', 'score': 0.06775280088186264}, {'name': 'Boredom', 'score': 0.06998614966869354}, {'name': 'Calmness', 'score': 0.4039306044578552}, {'name': 'Concentration', 'score': 0.15871252119541168}, {'name': 'Confusion', 'score': 0.04164166375994682}, {'name': 'Contemplation', 'score': 0.10206145793199539}, {'name': 'Contempt', 'score': 0.04547657445073128}, {'name': 'Contentment', 'score': 0.12803658843040466}, {'name': 'Craving', 'score': 0.012005042284727097}, {'name': 'Desire', 'score': 0.01082116924226284}, {'name': 'Determination', 'score': 0.32336974143981934}, {'name': 'Disappointment', 'score': 0.030470147728919983}, {'name': 'Disgust', 'score': 0.008774700574576855}, {'name': 'Distress', 'score': 0.019832473248243332}, {'name': 'Doubt', 'score': 0.06869706511497498}, {'name': 'Ecstasy', 'score': 0.007871288806200027}, {'name': 'Embarrassment', 'score': 0.010493346489965916}, {'name': 'Empathic Pain', 'score': 0.019960686564445496}, {'name': 'Entrancement', 'score': 0.02091541513800621}, {'name': 'Envy', 'score': 0.020620375871658325}, {'name': 'Excitement', 'score': 0.03809220716357231}, {'name': 'Fear', 'score': 0.017769813537597656}, {'name': 'Guilt', 'score': 0.013529534451663494}, {'name': 'Horror', 'score': 0.0034861559979617596}, {'name': 'Interest', 'score': 0.1891859918832779}, {'name': 'Joy', 'score': 0.020882494747638702}, {'name': 'Love', 'score': 0.018702758476138115}, {'name': 'Nostalgia', 'score': 0.00510038947686553}, {'name': 'Pain', 'score': 0.013388251885771751}, {'name': 'Pride', 'score': 0.05529724434018135}, {'name': 'Realization', 'score': 0.04230048134922981}, {'name': 'Relief', 'score': 0.1627517193555832}, {'name': 'Romance', 'score': 0.012938856147229671}, {'name': 'Sadness', 'score': 0.025078710168600082}, {'name': 'Satisfaction', 'score': 0.06582050770521164}, {'name': 'Shame', 'score': 0.009577779099345207}, {'name': 'Surprise (negative)', 'score': 0.008764334954321384}, {'name': 'Surprise (positive)', 'score': 0.022258441895246506}, {'name': 'Sympathy', 'score': 0.06875975430011749}, {'name': 'Tiredness', 'score': 0.04239293560385704}, {'name': 'Triumph', 'score': 0.03866717219352722}]"
a better partnership too.,"{'begin': 66.945, 'end': 67.985}",,,"[{'name': 'Admiration', 'score': 0.058222077786922455}, {'name': 'Adoration', 'score': 0.0160288754850626}, {'name': 'Aesthetic Appreciation', 'score': 0.01181067805737257}, {'name': 'Amusement', 'score': 0.025607602670788765}, {'name': 'Anger', 'score': 0.00553141487762332}, {'name': 'Anxiety', 'score': 0.003784339874982834}, {'name': 'Awe', 'score': 0.01933787390589714}, {'name': 'Awkwardness', 'score': 0.016631467267870903}, {'name': 'Boredom', 'score': 0.057526469230651855}, {'name': 'Calmness', 'score': 0.2649398744106293}, {'name': 'Concentration', 'score': 0.16494788229465485}, {'name': 'Confusion', 'score': 0.030168818309903145}, {'name': 'Contemplation', 'score': 0.03910113126039505}, {'name': 'Contempt', 'score': 0.009887500666081905}, {'name': 'Contentment', 'score': 0.11080506443977356}, {'name': 'Craving', 'score': 0.013094259425997734}, {'name': 'Desire', 'score': 0.005655994638800621}, {'name': 'Determination', 'score': 0.25778231024742126}, {'name': 'Disappointment', 'score': 0.009720787405967712}, {'name': 'Disgust', 'score': 0.0033884241711348295}, {'name': 'Distress', 'score': 0.0062063904479146}, {'name': 'Doubt', 'score': 0.009586947038769722}, {'name': 'Ecstasy', 'score': 0.012576285749673843}, {'name': 'Embarrassment', 'score': 0.0037995867896825075}, {'name': 'Empathic Pain', 'score': 0.001700208056718111}, {'name': 'Entrancement', 'score': 0.017211128026247025}, {'name': 'Envy', 'score': 0.016055505722761154}, {'name': 'Excitement', 'score': 0.10442720353603363}, {'name': 'Fear', 'score': 0.0019321725703775883}, {'name': 'Guilt', 'score': 0.004262692295014858}, {'name': 'Horror', 'score': 0.0016751530347391963}, {'name': 'Interest', 'score': 0.22863957285881042}, {'name': 'Joy', 'score': 0.042884718626737595}, {'name': 'Love', 'score': 0.013828102499246597}, {'name': 'Nostalgia', 'score': 0.005761762615293264}, {'name': 'Pain', 'score': 0.00157644203864038}, {'name': 'Pride', 'score': 0.11211135238409042}, {'name': 'Realization', 'score': 0.06991707533597946}, {'name': 'Relief', 'score': 0.031079977750778198}, {'name': 'Romance', 'score': 0.005976115353405476}, {'name': 'Sadness', 'score': 0.00454010721296072}, {'name': 'Satisfaction', 'score': 0.1564941257238388}, {'name': 'Shame', 'score': 0.0028594890609383583}, {'name': 'Surprise (negative)', 'score': 0.012593356892466545}, {'name': 'Surprise (positive)', 'score': 0.04437480494379997}, {'name': 'Sympathy', 'score': 0.008240160532295704}, {'name': 'Tiredness', 'score': 0.006136133801192045}, {'name': 'Triumph', 'score': 0.04265233501791954}]"
Okay. Make it ten percent and you've got yourself more than just,"{'begin': 0.2779752, 'end': 3.8519418}",,,"[{'name': 'Admiration', 'score': 0.03512875735759735}, {'name': 'Adoration', 'score': 0.019022805616259575}, {'name': 'Aesthetic Appreciation', 'score': 0.013847354799509048}, {'name': 'Amusement', 'score': 0.17213836312294006}, {'name': 'Anger', 'score': 0.04294653609395027}, {'name': 'Anxiety', 'score': 0.025366373360157013}, {'name': 'Awe', 'score': 0.01688806340098381}, {'name': 'Awkwardness', 'score': 0.08886405825614929}, {'name': 'Boredom', 'score': 0.10246781259775162}, {'name': 'Calmness', 'score': 0.22280730307102203}, {'name': 'Concentration', 'score': 0.30126598477363586}, {'name': 'Confusion', 'score': 0.0389813631772995}, {'name': 'Contemplation', 'score': 0.09476862847805023}, {'name': 'Contempt', 'score': 0.08874697983264923}, {'name': 'Contentment', 'score': 0.2152561992406845}, {'name': 'Craving', 'score': 0.010478468611836433}, {'name': 'Desire', 'score': 0.0068324655294418335}, {'name': 'Determination', 'score': 0.3376392722129822}, {'name': 'Disappointment', 'score': 0.048241615295410156}, {'name': 'Disgust', 'score': 0.02964712306857109}, {'name': 'Distress', 'score': 0.03809428960084915}, {'name': 'Doubt', 'score': 0.045485395938158035}, {'name': 'Ecstasy', 'score': 0.01120754610747099}, {'name': 'Embarrassment', 'score': 0.018293390050530434}, {'name': 'Empathic Pain', 'score': 0.012667173519730568}, {'name': 'Entrancement', 'score': 0.01909768581390381}, {'name': 'Envy', 'score': 0.013445745222270489}, {'name': 'Excitement', 'score': 0.03784772381186485}, {'name': 'Fear', 'score': 0.008439256809651852}, {'name': 'Guilt', 'score': 0.007359792478382587}, {'name': 'Horror', 'score': 0.0022443963680416346}, {'name': 'Interest', 'score': 0.2130357325077057}, {'name': 'Joy', 'score': 0.019524676725268364}, {'name': 'Love', 'score': 0.009581339545547962}, {'name': 'Nostalgia', 'score': 0.005235546268522739}, {'name': 'Pain', 'score': 0.011729343794286251}, {'name': 'Pride', 'score': 0.3431795537471771}, {'name': 'Realization', 'score': 0.23273621499538422}, {'name': 'Relief', 'score': 0.13713353872299194}, {'name': 'Romance', 'score': 0.004299532156437635}, {'name': 'Sadness', 'score': 0.03205098584294319}, {'name': 'Satisfaction', 'score': 0.3862437605857849}, {'name': 'Shame', 'score': 0.016124650835990906}, {'name': 'Surprise (negative)', 'score': 0.02243977226316929}, {'name': 'Surprise (positive)', 'score': 0.058789972215890884}, {'name': 'Sympathy', 'score': 0.02013246715068817}, {'name': 'Tiredness', 'score': 0.05384151637554169}, {'name': 'Triumph', 'score': 0.24813124537467957}]"
