,text,time,confidence,top emotions,conv_metrics
153,If you host,"{'begin': 90.03212, 'end': 91.3249}",0.75651044,"[{'name': 'Anger', 'score': 0.13237705826759338}, {'name': 'Disappointment', 'score': 0.11548244208097458}, {'name': 'Distress', 'score': 0.09888581186532974}, {'name': 'Disgust', 'score': 0.0936625525355339}, {'name': 'Contempt', 'score': 0.09100548177957535}]","1,1,3"
154,"monthly events,","{'begin': 91.77624, 'end': 92.56902}",0.8413086,"[{'name': 'Concentration', 'score': 0.22617533802986145}, {'name': 'Calmness', 'score': 0.22025635838508606}, {'name': 'Determination', 'score': 0.1954149454832077}, {'name': 'Interest', 'score': 0.11082766205072403}, {'name': 'Realization', 'score': 0.08585056662559509}]","4,4,5"
155,Okay. Make it ten percent and you've got yourself more than,"{'begin': 94.49304, 'end': 97.92569}",,"[{'name': 'Pride', 'score': 0.34955254197120667}, {'name': 'Determination', 'score': 0.3241906762123108}, {'name': 'Concentration', 'score': 0.28536874055862427}, {'name': 'Satisfaction', 'score': 0.2778029441833496}, {'name': 'Triumph', 'score': 0.20619502663612366}]","4,5,5"
156,"just events. We can do promotions, signings, the works. Okay.","{'begin': 97.92569, 'end': 105.599754}",,"[{'name': 'Determination', 'score': 0.47521644830703735}, {'name': 'Concentration', 'score': 0.4488346576690674}, {'name': 'Calmness', 'score': 0.3076665997505188}, {'name': 'Contemplation', 'score': 0.30081915855407715}, {'name': 'Satisfaction', 'score': 0.1301184743642807}]","4,4,4"
157,Okay. Okay. Ten,"{'begin': 105.918526, 'end': 108.07027}",,"[{'name': 'Amusement', 'score': 0.31750187277793884}, {'name': 'Awkwardness', 'score': 0.2937885522842407}, {'name': 'Joy', 'score': 0.1322038769721985}, {'name': 'Sadness', 'score': 0.0900006890296936}, {'name': 'Confusion', 'score': 0.07747352868318558}]","3,2,3"
158,percent it is. You drive a hard,"{'begin': 108.07027, 'end': 110.755005}",,"[{'name': 'Awkwardness', 'score': 0.1382570117712021}, {'name': 'Confusion', 'score': 0.11498013883829117}, {'name': 'Amusement', 'score': 0.11234819889068604}, {'name': 'Realization', 'score': 0.10653108358383179}, {'name': 'Disappointment', 'score': 0.08370145410299301}]","3,2,4"
159,"Organ and Jessica, I have to tell my team that you","{'begin': 110.873955, 'end': 114.20455}",,"[{'name': 'Interest', 'score': 0.1066550612449646}, {'name': 'Determination', 'score': 0.10255018621683121}, {'name': 'Realization', 'score': 0.09089712798595428}, {'name': 'Concentration', 'score': 0.0841442421078682}, {'name': 'Confusion', 'score': 0.07456224411725998}]","3,3,2"
160,"are quite the negotiator. Well,","{'begin': 114.20455, 'end': 117.21796}",,"[{'name': 'Realization', 'score': 0.2783888578414917}, {'name': 'Determination', 'score': 0.15121302008628845}, {'name': 'Calmness', 'score': 0.1446874588727951}, {'name': 'Admiration', 'score': 0.10325770080089569}, {'name': 'Surprise (positive)', 'score': 0.10140254348516464}]","4,4,5"
161,I'll tell mind that... Someone in the big bad world of,"{'begin': 117.614456, 'end': 120.32521}",,"[{'name': 'Concentration', 'score': 0.187631294131279}, {'name': 'Determination', 'score': 0.17336459457874298}, {'name': 'Pride', 'score': 0.1373264044523239}, {'name': 'Realization', 'score': 0.13317762315273285}, {'name': 'Contemplation', 'score': 0.12119501084089279}]","3,3,4"
162,corporate publishing has our back after all? So,"{'begin': 120.32521, 'end': 124.31346}",,"[{'name': 'Concentration', 'score': 0.2503434419631958}, {'name': 'Contemplation', 'score': 0.22550050914287567}, {'name': 'Calmness', 'score': 0.17966029047966003}, {'name': 'Boredom', 'score': 0.15627829730510712}, {'name': 'Determination', 'score': 0.12829796969890594}]","3,3,4"
163,"do we have a deal them? Yeah, Mark,","{'begin': 124.36841, 'end': 127.480354}",,"[{'name': 'Doubt', 'score': 0.1559872180223465}, {'name': 'Contempt', 'score': 0.1424308568239212}, {'name': 'Realization', 'score': 0.1285795271396637}, {'name': 'Determination', 'score': 0.11517731845378876}, {'name': 'Calmness', 'score': 0.10942566394805908}]","3,2,4"
164,"we have a deal. And hopefully, we'll","{'begin': 127.719315, 'end': 130.50725}",,"[{'name': 'Determination', 'score': 0.3930298686027527}, {'name': 'Calmness', 'score': 0.37559783458709717}, {'name': 'Concentration', 'score': 0.36977508664131165}, {'name': 'Interest', 'score': 0.2810637354850769}, {'name': 'Contemplation', 'score': 0.13408303260803223}]","4,3,4"
165,have a start to a better partnership too.,"{'begin': 130.50725, 'end': 132.18001}",,"[{'name': 'Determination', 'score': 0.3190437853336334}, {'name': 'Calmness', 'score': 0.27915483713150024}, {'name': 'Interest', 'score': 0.2509992718696594}, {'name': 'Concentration', 'score': 0.17760184407234192}, {'name': 'Contentment', 'score': 0.13436168432235718}]","3,4,4"
166,"Adjusts,","{'begin': 0.2785567, 'end': 0.59690726}",0.5371094,"[{'name': 'Confusion', 'score': 0.12422972917556763}, {'name': 'Distress', 'score': 0.10338025540113449}, {'name': 'Doubt', 'score': 0.10175607353448868}, {'name': 'Disappointment', 'score': 0.10062162578105927}, {'name': 'Realization', 'score': 0.09918829053640366}]","2,1,4"
167,this isn't adjusting. It's arm twisting. You're,"{'begin': 1.2336082, 'end': 4.5762887}",,"[{'name': 'Concentration', 'score': 0.17687831819057465}, {'name': 'Determination', 'score': 0.14505340158939362}, {'name': 'Anger', 'score': 0.1319524496793747}, {'name': 'Interest', 'score': 0.12066510319709778}, {'name': 'Contemplation', 'score': 0.11978457123041153}]","3,2,4"
168,basically telling us to pay up or shut down. Will,"{'begin': 4.5762887, 'end': 9.553125}",,"[{'name': 'Contemplation', 'score': 0.24363265931606293}, {'name': 'Contempt', 'score': 0.23594526946544647}, {'name': 'Disappointment', 'score': 0.2345433533191681}, {'name': 'Realization', 'score': 0.22988079488277435}, {'name': 'Anger', 'score': 0.17938260734081268}]","3,2,2"
169,I understand it is tough. But let's find a way to work together.,"{'begin': 10.011762, 'end': 14.245739}",0.99222505,"[{'name': 'Determination', 'score': 0.32612594962120056}, {'name': 'Contemplation', 'score': 0.27999475598335266}, {'name': 'Satisfaction', 'score': 0.15132734179496765}, {'name': 'Calmness', 'score': 0.13939298689365387}, {'name': 'Contentment', 'score': 0.13095609843730927}]","4,3,4"
170,What if we offer a tier discount system based on volume?,"{'begin': 14.97874, 'end': 18.635548}",0.9445135,"[{'name': 'Confusion', 'score': 0.3196452856063843}, {'name': 'Disappointment', 'score': 0.1842716783285141}, {'name': 'Surprise (negative)', 'score': 0.1590888947248459}, {'name': 'Doubt', 'score': 0.1490495204925537}, {'name': 'Distress', 'score': 0.13894617557525635}]","2,1,4"
171,"Volume,","{'begin': 20.463951, 'end': 20.963951}",0.9980469,"[{'name': 'Calmness', 'score': 0.11676551401615143}, {'name': 'Boredom', 'score': 0.11620885133743286}, {'name': 'Confusion', 'score': 0.10452386736869812}, {'name': 'Anger', 'score': 0.07515612989664078}, {'name': 'Contempt', 'score': 0.07402611523866653}]","3,2,4"
172,you know we can't order as much as the big chains.,"{'begin': 21.735882, 'end': 23.961765}",0.98335403,"[{'name': 'Disappointment', 'score': 0.24427388608455658}, {'name': 'Boredom', 'score': 0.14670304954051971}, {'name': 'Determination', 'score': 0.12731395661830902}, {'name': 'Contemplation', 'score': 0.12296880781650543}, {'name': 'Realization', 'score': 0.1192292720079422}]","3,2,4"
173,That offer does nothing for us.,"{'begin': 24.454107, 'end': 25.88768}",0.9965007,"[{'name': 'Determination', 'score': 0.2730466425418854}, {'name': 'Contempt', 'score': 0.2729186415672302}, {'name': 'Anger', 'score': 0.2269105464220047}, {'name': 'Disappointment', 'score': 0.19569052755832672}, {'name': 'Boredom', 'score': 0.18049149215221405}]","2,1,3"
174,Okay. Okay.,"{'begin': 27.719465, 'end': 28.43625}",0.99609375,"[{'name': 'Relief', 'score': 0.22879646718502045}, {'name': 'Boredom', 'score': 0.21138295531272888}, {'name': 'Interest', 'score': 0.1286342740058899}, {'name': 'Calmness', 'score': 0.1179613396525383}, {'name': 'Tiredness', 'score': 0.1170174852013588}]","3,2,4"
175,Let's think about this.,"{'begin': 29.391966, 'end': 30.506966}",0.998291,"[{'name': 'Determination', 'score': 0.22023984789848328}, {'name': 'Interest', 'score': 0.1874883770942688}, {'name': 'Concentration', 'score': 0.15779314935207367}, {'name': 'Calmness', 'score': 0.12223026156425476}, {'name': 'Excitement', 'score': 0.09816808253526688}]","4,4,5"
176,So how about we set up and is... Exclusive local author section in your store.,"{'begin': 31.223751, 'end': 36.101242}",0.85520834,"[{'name': 'Interest', 'score': 0.41803017258644104}, {'name': 'Concentration', 'score': 0.33442410826683044}, {'name': 'Determination', 'score': 0.22167792916297913}, {'name': 'Confusion', 'score': 0.2185869812965393}, {'name': 'Doubt', 'score': 0.11638308316469193}]","3,3,2"
177,We supply the books and you provide the,"{'begin': 37.138123, 'end': 39.92972}",,"[{'name': 'Interest', 'score': 0.32635849714279175}, {'name': 'Determination', 'score': 0.3060903549194336}, {'name': 'Concentration', 'score': 0.2954302728176117}, {'name': 'Calmness', 'score': 0.26789915561676025}, {'name': 'Pride', 'score': 0.23752470314502716}]","4,3,4"
178,space and we split the revenue That's...,"{'begin': 39.92972, 'end': 46.876404}",,"[{'name': 'Calmness', 'score': 0.25645992159843445}, {'name': 'Boredom', 'score': 0.13610287010669708}, {'name': 'Confusion', 'score': 0.12219193577766418}, {'name': 'Awkwardness', 'score': 0.11206742376089096}, {'name': 'Contemplation', 'score': 0.10846752673387527}]","3,2,3"
179,"Well, that's actually not a bad idea. But the split","{'begin': 48.15, 'end': 52.14432}",,"[{'name': 'Confusion', 'score': 0.32217660546302795}, {'name': 'Surprise (negative)', 'score': 0.25986379384994507}, {'name': 'Realization', 'score': 0.25068312883377075}, {'name': 'Contemplation', 'score': 0.2332497537136078}, {'name': 'Doubt', 'score': 0.2137824147939682}]","3,2,2"
180,needs to be favorable to us. We can't lose out in our own store. True...,"{'begin': 52.14432, 'end': 58.841545}",,"[{'name': 'Determination', 'score': 0.2550777196884155}, {'name': 'Disappointment', 'score': 0.20393766462802887}, {'name': 'Distress', 'score': 0.1951507180929184}, {'name': 'Realization', 'score': 0.18431617319583893}, {'name': 'Contemplation', 'score': 0.17918342351913452}]","3,2,4"
181,So what if we go,"{'begin': 59.478294, 'end': 60.85382}",0.8828125,"[{'name': 'Boredom', 'score': 0.13930870592594147}, {'name': 'Determination', 'score': 0.1063958927989006}, {'name': 'Interest', 'score': 0.10212042927742004}, {'name': 'Calmness', 'score': 0.09027307480573654}, {'name': 'Concentration', 'score': 0.06700220704078674}]","3,3,4"
182,sixty four d,"{'begin': 61.468132, 'end': 62.764065}",0.8746745,"[{'name': 'Interest', 'score': 0.28557658195495605}, {'name': 'Desire', 'score': 0.15629073977470398}, {'name': 'Pride', 'score': 0.14200247824192047}, {'name': 'Concentration', 'score': 0.13814319670200348}, {'name': 'Satisfaction', 'score': 0.116529680788517}]","4,3,4"
183,your way,"{'begin': 63.21919, 'end': 64.03757}",0.99072266,"[{'name': 'Confusion', 'score': 0.22277700901031494}, {'name': 'Anger', 'score': 0.22134554386138916}, {'name': 'Surprise (positive)', 'score': 0.14934475719928741}, {'name': 'Contempt', 'score': 0.13277041912078857}, {'name': 'Awkwardness', 'score': 0.10538703203201294}]","2,1,2"
184,"on local authors,","{'begin': 64.65187, 'end': 65.686584}",0.98876953,"[{'name': 'Interest', 'score': 0.3057405948638916}, {'name': 'Surprise (positive)', 'score': 0.1224815621972084}, {'name': 'Determination', 'score': 0.09916259348392487}, {'name': 'Contemplation', 'score': 0.09487665444612503}, {'name': 'Excitement', 'score': 0.09017178416252136}]","4,3,4"
185,and I can push for,"{'begin': 66.16415, 'end': 67.77846}",0.994043,"[{'name': 'Calmness', 'score': 0.1995653212070465}, {'name': 'Determination', 'score': 0.18995332717895508}, {'name': 'Interest', 'score': 0.101226307451725}, {'name': 'Concentration', 'score': 0.10067272931337357}, {'name': 'Boredom', 'score': 0.08373166620731354}]","3,3,4"
186,"a five percent additional discount on the best sellers,","{'begin': 68.16948, 'end': 71.28136}",0.98708767,"[{'name': 'Determination', 'score': 0.32056674361228943}, {'name': 'Interest', 'score': 0.26942911744117737}, {'name': 'Concentration', 'score': 0.24162574112415314}, {'name': 'Excitement', 'score': 0.17406043410301208}, {'name': 'Anger', 'score': 0.16808949410915375}]","4,3,4"
187,if you host,"{'begin': 72.07927, 'end': 73.45698}",0.77652997,"[{'name': 'Anger', 'score': 0.30444344878196716}, {'name': 'Disgust', 'score': 0.279906690120697}, {'name': 'Disappointment', 'score': 0.22595880925655365}, {'name': 'Contempt', 'score': 0.1932428479194641}, {'name': 'Distress', 'score': 0.13973961770534515}]","1,1,2"
188,"monthly events,","{'begin': 73.91448, 'end': 74.63261}",0.861084,"[{'name': 'Concentration', 'score': 0.290048211812973}, {'name': 'Calmness', 'score': 0.2763326168060303}, {'name': 'Determination', 'score': 0.18868879973888397}, {'name': 'Interest', 'score': 0.08286936581134796}, {'name': 'Boredom', 'score': 0.07879804074764252}]","3,3,4"
189,Okay. Make it ten percent and you've got yourself more than just,"{'begin': 76.56304, 'end': 80.235176}",,"[{'name': 'Satisfaction', 'score': 0.37587934732437134}, {'name': 'Pride', 'score': 0.36334213614463806}, {'name': 'Determination', 'score': 0.3170900046825409}, {'name': 'Concentration', 'score': 0.2826300859451294}, {'name': 'Interest', 'score': 0.24106121063232422}]","4,4,4"
190,"events. We can do promotions, signings, the works. Okay.","{'begin': 80.235176, 'end': 87.671555}",,"[{'name': 'Concentration', 'score': 0.4436764121055603}, {'name': 'Determination', 'score': 0.44242051243782043}, {'name': 'Calmness', 'score': 0.3099569082260132}, {'name': 'Contemplation', 'score': 0.30583813786506653}, {'name': 'Satisfaction', 'score': 0.12167292833328247}]","4,4,4"
191,Okay. Okay. Ten,"{'begin': 87.99055, 'end': 90.14374}",,"[{'name': 'Amusement', 'score': 0.23137061297893524}, {'name': 'Awkwardness', 'score': 0.22579625248908997}, {'name': 'Joy', 'score': 0.1345394104719162}, {'name': 'Distress', 'score': 0.09919390827417374}, {'name': 'Anxiety', 'score': 0.07818689942359924}]","3,2,4"
192,percent it is. You drive a hard bargain,"{'begin': 90.14374, 'end': 93.27542}",,"[{'name': 'Amusement', 'score': 0.1721624732017517}, {'name': 'Confusion', 'score': 0.17097559571266174}, {'name': 'Awkwardness', 'score': 0.14085084199905396}, {'name': 'Disappointment', 'score': 0.08056217432022095}, {'name': 'Boredom', 'score': 0.07538772374391556}]","3,2,2"
193,and Jessica. I have to tell my team that you are,"{'begin': 93.33366, 'end': 96.698395}",,"[{'name': 'Determination', 'score': 0.1701323240995407}, {'name': 'Calmness', 'score': 0.13714425265789032}, {'name': 'Realization', 'score': 0.13491874933242798}, {'name': 'Concentration', 'score': 0.09534823894500732}, {'name': 'Interest', 'score': 0.07195542752742767}]","3,3,4"
194,"quite the negotiator. Well,","{'begin': 96.698395, 'end': 99.330475}",,"[{'name': 'Realization', 'score': 0.16153237223625183}, {'name': 'Calmness', 'score': 0.14573365449905396}, {'name': 'Doubt', 'score': 0.12297320365905762}, {'name': 'Confusion', 'score': 0.11653877794742584}, {'name': 'Determination', 'score': 0.11454968899488449}]","3,2,2"
195,I'll tell mine that someone in the big bad world of,"{'begin': 99.72928, 'end': 102.36136}",,"[{'name': 'Pride', 'score': 0.19234608113765717}, {'name': 'Concentration', 'score': 0.18406318128108978}, {'name': 'Determination', 'score': 0.14341820776462555}, {'name': 'Amusement', 'score': 0.14087875187397003}, {'name': 'Calmness', 'score': 0.1309250146150589}]","3,3,4"
196,corporate Publishing has our back after all? So,"{'begin': 102.36136, 'end': 106.45}",,"[{'name': 'Concentration', 'score': 0.3183404505252838}, {'name': 'Contemplation', 'score': 0.2413012981414795}, {'name': 'Determination', 'score': 0.20079538226127625}, {'name': 'Calmness', 'score': 0.18355438113212585}, {'name': 'Interest', 'score': 0.1440243124961853}]","3,3,4"
197,do we have a deal then? Yeah. Mark.,"{'begin': 106.45, 'end': 109.57}",,"[{'name': 'Determination', 'score': 0.14833849668502808}, {'name': 'Contempt', 'score': 0.14220404624938965}, {'name': 'Doubt', 'score': 0.1223427802324295}, {'name': 'Anger', 'score': 0.11891309171915054}, {'name': 'Calmness', 'score': 0.11849769949913025}]","2,1,4"
198,We have a deal. And hopefully? We'll,"{'begin': 109.81, 'end': 112.62262}",,"[{'name': 'Determination', 'score': 0.35173866152763367}, {'name': 'Calmness', 'score': 0.32232192158699036}, {'name': 'Interest', 'score': 0.27845796942710876}, {'name': 'Concentration', 'score': 0.2704991102218628}, {'name': 'Contemplation', 'score': 0.10465622693300247}]","3,3,4"
199,have a start to a better partnership too.,"{'begin': 112.62262, 'end': 114.2153}",,"[{'name': 'Calmness', 'score': 0.32597771286964417}, {'name': 'Determination', 'score': 0.29183825850486755}, {'name': 'Concentration', 'score': 0.2565494179725647}, {'name': 'Interest', 'score': 0.22363059222698212}, {'name': 'Boredom', 'score': 0.10045294463634491}]","4,3,4"
200,"Volume,","{'begin': 0.27882022, 'end': 0.7788202}",0.99902344,"[{'name': 'Calmness', 'score': 0.09800068289041519}, {'name': 'Boredom', 'score': 0.08940716087818146}, {'name': 'Confusion', 'score': 0.07977062463760376}, {'name': 'Sadness', 'score': 0.06138542667031288}, {'name': 'Awkwardness', 'score': 0.06099585443735123}]","3,2,2"
201,you know we can't order as much as the big chains. That offer does nothing for us.,"{'begin': 1.553427, 'end': 5.6162357}",0.9934513,"[{'name': 'Disappointment', 'score': 0.3841066062450409}, {'name': 'Contempt', 'score': 0.2272096872329712}, {'name': 'Anger', 'score': 0.15795210003852844}, {'name': 'Distress', 'score': 0.14779186248779297}, {'name': 'Disgust', 'score': 0.1444220393896103}]","2,1,2"
202,Okay. Okay.,"{'begin': 7.4623966, 'end': 8.17719}",0.9909668,"[{'name': 'Boredom', 'score': 0.12614068388938904}, {'name': 'Calmness', 'score': 0.12001661211252213}, {'name': 'Relief', 'score': 0.10427543520927429}, {'name': 'Tiredness', 'score': 0.10195823758840561}, {'name': 'Sympathy', 'score': 0.08122170716524124}]","3,2,4"
203,Let's think about this.,"{'begin': 9.130248, 'end': 10.242148}",0.998291,"[{'name': 'Determination', 'score': 0.15393567085266113}, {'name': 'Concentration', 'score': 0.14565548300743103}, {'name': 'Interest', 'score': 0.12954430282115936}, {'name': 'Doubt', 'score': 0.12036101520061493}, {'name': 'Confusion', 'score': 0.11422518640756607}]","3,2,2"
204,So how about we set up an exclusive local author section in your store?,"{'begin': 10.956942, 'end': 15.722231}",0.94695175,"[{'name': 'Concentration', 'score': 0.4135824739933014}, {'name': 'Interest', 'score': 0.3486360013484955}, {'name': 'Confusion', 'score': 0.2801966071128845}, {'name': 'Determination', 'score': 0.2432161271572113}, {'name': 'Doubt', 'score': 0.1543380171060562}]","3,2,3"
205,We supply the books and you provide the,"{'begin': 16.92913, 'end': 19.637304}",,"[{'name': 'Concentration', 'score': 0.3131607472896576}, {'name': 'Interest', 'score': 0.3092871606349945}, {'name': 'Determination', 'score': 0.2930726408958435}, {'name': 'Pride', 'score': 0.26373955607414246}, {'name': 'Calmness', 'score': 0.20926083624362946}]","3,4,4"
206,space and we split the revenue. That's...,"{'begin': 19.637304, 'end': 26.582958}",,"[{'name': 'Calmness', 'score': 0.21767209470272064}, {'name': 'Doubt', 'score': 0.11779443174600601}, {'name': 'Confusion', 'score': 0.11496590822935104}, {'name': 'Awkwardness', 'score': 0.1090884655714035}, {'name': 'Boredom', 'score': 0.10353821516036987}]","3,2,2"
207,"Well, that's actually not a bad idea, but the split","{'begin': 27.85912, 'end': 31.847118}",,"[{'name': 'Confusion', 'score': 0.29070720076560974}, {'name': 'Realization', 'score': 0.2711411714553833}, {'name': 'Doubt', 'score': 0.1956951916217804}, {'name': 'Contemplation', 'score': 0.18642529845237732}, {'name': 'Surprise (negative)', 'score': 0.1839752346277237}]","3,2,2"
208,needs to be favorable to us. We can't lose out in our own store. True.,"{'begin': 31.847118, 'end': 38.56196}",,"[{'name': 'Determination', 'score': 0.22208532691001892}, {'name': 'Disappointment', 'score': 0.21588778495788574}, {'name': 'Concentration', 'score': 0.19856467843055725}, {'name': 'Calmness', 'score': 0.18427610397338867}, {'name': 'Realization', 'score': 0.17934684455394745}]","3,2,4"
209,So what... If we go,"{'begin': 39.20004, 'end': 40.657158}",0.90966797,"[{'name': 'Boredom', 'score': 0.19235481321811676}, {'name': 'Calmness', 'score': 0.1203434094786644}, {'name': 'Interest', 'score': 0.08898481726646423}, {'name': 'Determination', 'score': 0.08008107542991638}, {'name': 'Concentration', 'score': 0.07980114221572876}]","3,2,4"
210,sixty four d,"{'begin': 41.19404, 'end': 42.49164}",0.93066406,"[{'name': 'Interest', 'score': 0.2397889643907547}, {'name': 'Desire', 'score': 0.2333092987537384}, {'name': 'Surprise (positive)', 'score': 0.13561749458312988}, {'name': 'Amusement', 'score': 0.1339837610721588}, {'name': 'Concentration', 'score': 0.1034940555691719}]","4,4,4"
211,your way,"{'begin': 42.94876, 'end': 43.7678}",0.99243164,"[{'name': 'Confusion', 'score': 0.1759660392999649}, {'name': 'Surprise (positive)', 'score': 0.14341631531715393}, {'name': 'Anger', 'score': 0.132329523563385}, {'name': 'Interest', 'score': 0.12718413770198822}, {'name': 'Realization', 'score': 0.11639240384101868}]","3,2,4"
212,"on local authors,","{'begin': 44.384438, 'end': 45.421318}",0.9604492,"[{'name': 'Interest', 'score': 0.3393373191356659}, {'name': 'Admiration', 'score': 0.09985999017953873}, {'name': 'Surprise (positive)', 'score': 0.09685254842042923}, {'name': 'Contemplation', 'score': 0.08727214485406876}, {'name': 'Confusion', 'score': 0.08312192559242249}]","3,3,2"
213,and I can push for a five percent additional discount on the best sellers.,"{'begin': 45.994373, 'end': 50.928543}",0.9848284,"[{'name': 'Determination', 'score': 0.34973087906837463}, {'name': 'Satisfaction', 'score': 0.2991299331188202}, {'name': 'Calmness', 'score': 0.291798859834671}, {'name': 'Pride', 'score': 0.2288103997707367}, {'name': 'Contentment', 'score': 0.19612622261047363}]","4,4,4"
214,If you host,"{'begin': 51.80396, 'end': 53.179375}",0.8758138,"[{'name': 'Anger', 'score': 0.17629507184028625}, {'name': 'Disgust', 'score': 0.16095559298992157}, {'name': 'Disappointment', 'score': 0.1435832679271698}, {'name': 'Distress', 'score': 0.12709353864192963}, {'name': 'Realization', 'score': 0.12469108402729034}]","2,1,3"
215,"monthly events,","{'begin': 53.634377, 'end': 54.350624}",0.94189453,"[{'name': 'Calmness', 'score': 0.24817444384098053}, {'name': 'Concentration', 'score': 0.23689164221286774}, {'name': 'Determination', 'score': 0.1733005791902542}, {'name': 'Boredom', 'score': 0.10534834861755371}, {'name': 'Interest', 'score': 0.09748818725347519}]","3,3,4"
216,Okay. Make it ten percent and you've got yourself more than,"{'begin': 56.278, 'end': 59.70981}",,"[{'name': 'Pride', 'score': 0.29965487122535706}, {'name': 'Concentration', 'score': 0.2726101875305176}, {'name': 'Determination', 'score': 0.26111310720443726}, {'name': 'Satisfaction', 'score': 0.22724351286888123}, {'name': 'Realization', 'score': 0.17710503935813904}]","3,3,3"
217,"just events. We can do promotions, signings, the works. Okay.","{'begin': 59.70981, 'end': 67.38029}",,"[{'name': 'Determination', 'score': 0.4649384021759033}, {'name': 'Concentration', 'score': 0.44349735975265503}, {'name': 'Calmness', 'score': 0.30332139134407043}, {'name': 'Contemplation', 'score': 0.3024214208126068}, {'name': 'Satisfaction', 'score': 0.15155921876430511}]","3,3,4"
218,Okay. Okay. Ten,"{'begin': 67.69897, 'end': 69.85004}",,"[{'name': 'Awkwardness', 'score': 0.3505426347255707}, {'name': 'Amusement', 'score': 0.26296594738960266}, {'name': 'Sadness', 'score': 0.11320523172616959}, {'name': 'Doubt', 'score': 0.10053320229053497}, {'name': 'Sympathy', 'score': 0.08378517627716064}]","3,2,3"
219,percent it is. You drive a hard,"{'begin': 69.85004, 'end': 72.47913}",,"[{'name': 'Awkwardness', 'score': 0.179208442568779}, {'name': 'Amusement', 'score': 0.12898071110248566}, {'name': 'Confusion', 'score': 0.1009611263871193}, {'name': 'Realization', 'score': 0.09296481311321259}, {'name': 'Interest', 'score': 0.08518455922603607}]","3,2,3"
220,"bargain and just, I have to tell my team","{'begin': 72.47913, 'end': 75.6775}",,"[{'name': 'Interest', 'score': 0.14065228402614594}, {'name': 'Concentration', 'score': 0.13898922502994537}, {'name': 'Determination', 'score': 0.13055135309696198}, {'name': 'Confusion', 'score': 0.08623559027910233}, {'name': 'Excitement', 'score': 0.08578293025493622}]","4,3,2"
221,"that you are quite the negotiator. Well,","{'begin': 75.6775, 'end': 79.01841}",,"[{'name': 'Realization', 'score': 0.23763075470924377}, {'name': 'Determination', 'score': 0.1491927206516266}, {'name': 'Disappointment', 'score': 0.11359721422195435}, {'name': 'Calmness', 'score': 0.10768239945173264}, {'name': 'Contempt', 'score': 0.09593851119279861}]","3,2,4"
222,I'll tell mine that Someone in the big bad world of,"{'begin': 79.41614, 'end': 82.13432}",,"[{'name': 'Concentration', 'score': 0.19557558000087738}, {'name': 'Determination', 'score': 0.16244424879550934}, {'name': 'Interest', 'score': 0.1408061683177948}, {'name': 'Pride', 'score': 0.14007379114627838}, {'name': 'Amusement', 'score': 0.13051317632198334}]","3,3,4"
223,"corporate publishing, has our back after all? So","{'begin': 82.13432, 'end': 86.1314}",,"[{'name': 'Concentration', 'score': 0.2617287337779999}, {'name': 'Contemplation', 'score': 0.21063460409641266}, {'name': 'Calmness', 'score': 0.19207149744033813}, {'name': 'Boredom', 'score': 0.1594904512166977}, {'name': 'Determination', 'score': 0.1360204517841339}]","3,3,4"
224,"do we have a deal? Yeah, Mark,","{'begin': 86.18776, 'end': 89.22192}",,"[{'name': 'Contempt', 'score': 0.1555347591638565}, {'name': 'Doubt', 'score': 0.1502557098865509}, {'name': 'Realization', 'score': 0.1438632756471634}, {'name': 'Calmness', 'score': 0.10841410607099533}, {'name': 'Disappointment', 'score': 0.10183572769165039}]","2,2,3"
225,"we have a deal. And hopefully, we'll","{'begin': 89.53952, 'end': 92.31858}",,"[{'name': 'Determination', 'score': 0.44966214895248413}, {'name': 'Concentration', 'score': 0.4004642367362976}, {'name': 'Calmness', 'score': 0.3531864583492279}, {'name': 'Interest', 'score': 0.30501508712768555}, {'name': 'Contemplation', 'score': 0.15328259766101837}]","3,4,4"
226,have a start to a better partnership too.,"{'begin': 92.31858, 'end': 93.90662}",,"[{'name': 'Determination', 'score': 0.3221707046031952}, {'name': 'Calmness', 'score': 0.30604419112205505}, {'name': 'Interest', 'score': 0.24698616564273834}, {'name': 'Concentration', 'score': 0.20428018271923065}, {'name': 'Satisfaction', 'score': 0.12668611109256744}]","3,3,4"
227,That's...,"{'begin': 0.2794309, 'end': 0.59878045}",0.9921875,"[{'name': 'Confusion', 'score': 0.14615589380264282}, {'name': 'Disappointment', 'score': 0.1103912889957428}, {'name': 'Awkwardness', 'score': 0.10928443819284439}, {'name': 'Doubt', 'score': 0.10849839448928833}, {'name': 'Calmness', 'score': 0.09422383457422256}]","3,2,2"
228,"Well, that's actually not a bad idea, but the split","{'begin': 1.8761789, 'end': 5.8680487}",,"[{'name': 'Contemplation', 'score': 0.2991090714931488}, {'name': 'Realization', 'score': 0.2985796332359314}, {'name': 'Confusion', 'score': 0.2904052436351776}, {'name': 'Surprise (negative)', 'score': 0.23016150295734406}, {'name': 'Doubt', 'score': 0.22978107631206512}]","3,2,2"
229,needs to be favorable to us. We can't lose out in our own store. True.,"{'begin': 5.8680487, 'end': 12.588236}",,"[{'name': 'Disappointment', 'score': 0.3082493543624878}, {'name': 'Realization', 'score': 0.3060205578804016}, {'name': 'Distress', 'score': 0.24389684200286865}, {'name': 'Contempt', 'score': 0.2374057024717331}, {'name': 'Determination', 'score': 0.22826455533504486}]","2,1,3"
